casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag
							--------	--------	------	------	------	------		------	------	------
-1016865600	6.37545E+18	270.1465741	-1.591435426	0.652051389	21.91748047	22.07378387										
-1016865593	6.37545E+18	270.1567416	-1.603584658	0.646198034	21.14830589	22.54130173	16.4	-4.6	15.891	14.594	14.183	13.821		12.843	12.402	12.292
-1016865592	6.37545E+18	270.1323552	-1.598958457	0.652051389	19.07859802	22.65712738	23.1	-2.2	13.033	11.776	11.419	11.154		9.974	9.408	9.279
-1016865587	6.37545E+18	270.1470339	-1.617354123	0.64175868	21.64924049	99										
-1016865583	6.37545E+18	270.0199093	-1.604567947	0.657544971	20.84648895	22.32493019	-6.7	7.2	16.561	15.208	14.838	14.492		13.066	12.597	12.51
-1016865578	6.37545E+18	270.0751528	-1.621353312	0.653552413	21.2699585	25.04172134	-16.6	-9	15.602	14.225	13.878	13.529		12.628	12.145	12.009
-1016865573	6.37545E+18	270.1337725	-1.645381161	0.64175868	21.98686028	99								15.911	15.353	15.257
-1016865572	6.37545E+18	270.1847473	-1.641453357	0.641245246	20.26777267	23.27235222	-1.8	7.5	14.564	13.279	12.924	12.497		11.274	10.911	10.745
-1016865568	6.37545E+18	270.0157013	-1.671294399	0.653536439	21.46836472	99										
-1016865564	6.37545E+18	270.1197233	-1.692249339	0.622910798	21.86420441	22.70474052	11.5	-1.1	14.792	13.567	13.191	12.872		11.757	11.248	11.115
-1016865559	6.37545E+18	270.10484	-1.692983593	0.622910798	21.83159256	99										
-1016865557	6.37545E+18	270.0897458	-1.700946645	0.633973539	20.52616119	26.42890167	1.5	-2.8	15.437	14.372	14.071	13.725		12.625	12.27	12.211
-1016865556	6.37545E+18	270.1381107	-1.711622655	0.611124277	21.69370651	99	7.2	8.5	15.495	14.245	13.917	13.519		12.402	11.957	11.859
-1016865552	6.37545E+18	270.0802173	-1.726523905	0.610384405	20.65675926	22.00934792	4.5	-4.5	15.452	14.308	13.955	13.51		12.297	11.869	11.727
-1016865550	6.37545E+18	270.0951835	-1.721320219	0.610384405	17.81798744	22.18538475	5.5	1.9	12.261	11.195	10.934	10.661		9.671	9.32	9.217
-1016865549	6.37545E+18	270.0598661	-1.727043642	0.641070664	20.12388992	22.48892212	-12.5	-14.1	15.108	14.063	13.828	13.513		12.814	12.58	12.516
-1016865546	6.37545E+18	270.0558493	-1.738997157	0.620007992	21.9901371	99										
-1016865545	6.37545E+18	270.108197	-1.739898604	0.610384405	21.73692131	22.67735291	6.2	7.2	16.762	15.729	15.379			13.708	13.392	13.275
-1016865544	6.37545E+18	270.0279081	-1.736147593	0.645717919	20.2672348	20.33793449										
-1016865542	6.37545E+18	270.1248127	-1.731460795	0.610384405	20.04994202	99	-1.9	-0.1	15.362	14.347	14.115	13.81		12.784	12.508	12.382
-1016865541	6.37545E+18	270.1070934	-1.751930729	0.610384405	20.52226257	99	6.4	5	15.379	14.224	13.94	13.512		12.31	11.962	11.855
-1016865540	6.37545E+18	270.1376892	-1.749813966	0.599840045	17.90760612	22.84531403	47.5	61.9	13.021	12.039	11.773	11.483		10.409	10.075	9.985
-1016865539	6.37545E+18	270.1095713	-1.755219464	0.599840045	21.00844383	99								16.443	15.966	16.68
-1016865538	6.37545E+18	270.0609639	-1.692022045	0.633973539	14.19857979	17.86149979	-4.6	-11.9	9.902	9.375	      			8.207	8.019	7.93
-1016865537	6.37545E+18	270.0998254	-1.765034881	0.599129438	21.72904015	99								15.716	15.34	15.439
-1016865533	6.37545E+18	270.1194278	-1.776589832	0.599129438	22.15369225	22.9564743										
-1016865530	6.37545E+18	270.1849625	-1.787155544	0.610005975	19.7979641	23.13614273	3.5	0.2	14.216	13.099	12.775	12.401		11.288	10.878	10.756
-1016865527	6.37545E+18	270.1525823	-1.791252978	0.604984283	18.51807785	21.42735291	-8.1	-17.2	12.964	11.917	11.62	11.345		10.279	9.89	9.792
-1016865526	6.37545E+18	270.1918896	-1.80176327	0.604984283	21.57029343	99	3.3	2	      	      	      			13.886	13.542	13.381
-1016865521	6.37545E+18	270.0923594	-1.747262774	0.620007992	17.34277534	20.61165428	-5	0.5	12.725	11.892	11.748	11.54		10.575	10.392	10.296
-1016865519	6.37545E+18	270.1878398	-1.799164242	0.604984283	19.66620636	22.36439896	2.1	6.9	14.994	13.983	13.712	13.411		12.307	11.952	11.926
-1016863202	6.37563E+18	270.0259605	-5.769672603	1.292303085	21.49281311	23.48476028	-0.8	-3	14.645	13.389	12.936	12.298		10.705	10.326	10.149
-1016863178	6.37563E+18	270.1576687	-5.898595883	1.210312009	20.06706047	99	7.6	3.4	11.752	10.192	      	8.837		7.003	6.356	6.094
-1016863171	6.37563E+18	270.1671007	-5.927522177	1.13865006	22.14031792	99										
-1016863158	6.37563E+18	270.1933555	-5.95605433	1.085379362	21.81797028	99										
-1016863148	6.37563E+18	270.1883313	-5.953796932	1.13865006	17.96671867	99	-2.9	-34	12.626	11.789	11.501	11.279		10.205	9.862	9.754
-1016863146	6.37563E+18	270.0669753	-5.969818197	1.084597588	21.04695511	21.47750473	-4.4	-2.6	15.83	14.899	14.543	14.102		12.797	12.509	12.365
-1016863142	6.37563E+18	270.027208	-5.972360846	1.155560851	21.43372536	99	-17	-0.7	15.671	14.486	14.017	13.474		12.001	11.526	11.399
-1016863141	6.37563E+18	270.1756963	-5.919762291	1.13865006	16.09931183	22.15944862	-2.1	-9	11.582	10.855	      	10.408		9.459	9.197	9.068
-1016863139	6.37563E+18	270.0687654	-5.995195253	1.091734648	20.13456917	21.82011223	13.9	-13.9	14.524	13.414	12.968	12.436		11.001	10.609	10.476
-1016856943	6.3756E+18	270.0337875	-4.104825252	1.459390163	20.90744781	99	0.6	-9.9	      	      	      			11.622	11.196	11.075
-1016856942	6.3756E+18	270.0380249	-4.112585539	1.459390163	21.29581833	99										
-1016856940	6.3756E+18	270.0179225	-4.13003392	1.43046844	21.49982643	99	2.8	-6.4	      	      	      			11.681	11.247	11.111
-1016856935	6.3756E+18	270.009736	-4.166654043	1.436416984	22.24107742	23.38574219										
-1016856926	6.3756E+18	270.0134293	-4.211509286	1.379578471	17.93331718	99	22	-33	13.009	12.103	11.773	11.474		10.463	10.08	9.972
-1016856925	6.3756E+18	270.0327993	-4.225209488	1.379578471	21.68582344	23.62811279										
-1016856921	6.3756E+18	270.0212572	-4.237801615	1.337054968	20.60978889	99	10.1	-8.2	14.602	13.369	12.89	12.343		10.999	10.574	10.443
-1016856920	6.3756E+18	270.0863085	-4.243855296	1.417075276	22.03300285	99										
-1016856918	6.3756E+18	270.0789918	-4.252985	1.372368455	22.31769753	99										
-1016856917	6.3756E+18	270.0349573	-4.270679869	1.340987444	22.15462875	99										
-1016856914	6.3756E+18	270.1150482	-4.291711606	1.401259065	17.32455635	99	-18	-20.5	12.76	12.015	11.776	11.478		10.554	10.197	10.085
-1016856907	6.3756E+18	270.019729	-4.316875956	1.324667454	16.51184654	99	1.1	-14.6	11.785	10.984	10.703	10.436		9.47	9.183	9.074
-1016856904	6.3756E+18	270.0710166	-4.306969413	1.362128139	20.26552773	21.99199104	        	        	14.644	13.493	13.027	12.476		11.198	10.751	10.589
-1016856899	6.3756E+18	270.0410108	-4.366455049	1.358534694	21.70927811	23.27061462	21.1	-8.3	15.178	14.001	13.511	13.071		11.73	11.259	11.152
-1016856887	6.3756E+18	270.0215949	-4.422081422	1.341174483	18.65692329	99	3.5	-13.6	13.444	12.565	12.257	11.936		10.812	10.493	10.375
-1016856882	6.3756E+18	270.0799137	-4.414705791	1.376376152	17.82032776	23.16768265	3.4	1.4	12.515	11.595	11.233	10.858		9.721	9.378	9.267
-1016856870	6.3756E+18	270.0716943	-4.499523248	1.375213504	18.61202812	22.38271904	-4.2	-55.6	12.329	11.314	10.966	10.621		9.447	8.935	8.807
-1016856863	6.3756E+18	270.1434966	-4.538442451	1.417527795	21.98267174	23.17294121										
-1016856828	6.3756E+18	270.0969514	-4.631435649	1.336177468	20.2996769	24.11082268	-3.2	-7.7	14.38	13.25	12.817	12.272		10.833	10.493	10.339
-1016856806	6.3756E+18	270.0622575	-4.709717281	1.324242592	19.13515472	99	-1.8	-4.6	13.75	12.715	12.349	11.871		10.539	10.256	10.126
-1016868373	6.37545E+18	271.3796081	-0.954267949	0.725659609	19.82339859	22.46847343	7	-2.5	14.629	13.737	13.398	13.012		11.744	11.39	11.274
-1016868372	6.37545E+18	271.2397576	-0.949284449	0.583205879	19.16716194	18.5135479										
-1016868371	6.37545E+18	271.3813822	-0.945340643	0.689962506	21.82395554	23.63194656	-0.8	-3.9	      	      	      			14.589	14.126	13.94
-1016868370	6.37545E+18	271.2902158	-0.943571025	0.630472779	22.21105194	99										
-1016868369	6.37545E+18	271.1422341	-0.931599421	0.561951637	20.81076813	23.47864151	6.5	3.6	16.05	15.055	      	14.045		13.359	12.953	12.826
-1016868368	6.37545E+18	271.3609107	-1.035371949	0.695426881	21.05771255	99	-93.8	34.9	13.942	12.965	12.536	12.204		10.796	10.273	10.15
-1016868367	6.37545E+18	271.0641658	-0.990595905	0.557141542	15.31088066	21.45445061	18.5	-4.6	10.873	10.29	10.084	9.943		8.86	8.591	8.5
-1016868366	6.37545E+18	271.2796531	-1.04052855	0.664514303	21.19215775	24.08213043	-0.3	0	16.095	15.075	14.652	14.221		12.71	12.291	12.147
-1016868365	6.37545E+18	271.3246564	-1.042976191	0.673329175	21.19517899	23.30963516	2.3	-1.3	15.848	15.014	14.551	14.307		12.612	12.278	12.114
-1016868364	6.37545E+18	271.2926006	-1.045376475	0.673329175	21.14806747	99	-0.7	-2.2	15.813	14.999	14.607	14.25		12.881	12.541	12.434
-1016868363	6.37545E+18	271.0421067	-1.051345085	0.592061579	21.86945343	99										
-1016868362	6.37545E+18	271.1679018	-1.053281366	0.606184006	21.5632782	22.53779793	3.6	0.1	16.088	15.172	14.741	14.215		12.789	12.413	12.262
-1016868361	6.37545E+18	271.2002915	-1.056530908	0.606184006	20.76066208	22.48322868	21	-3.1	15.273	14.232	13.816	13.46		11.945	11.514	11.369
-1016868360	6.37545E+18	271.1851779	-1.034835751	0.607109249	16.47323227	19.9003582	-1.1	-7.1	11.4	10.698	10.5	10.172		8.957	8.69	8.548
-1016868359	6.37545E+18	271.0718342	-1.059000166	0.583384991	21.76960564	24.94671631										
-1016868358	6.37545E+18	271.0160867	-1.060334755	0.597945809	21.44714737	99										
-1016868357	6.37545E+18	271.1499616	-1.060489711	0.604130685	21.55150986	22.79917908	-10.5	5.1	15.722	14.659	14.241	13.785		12.296	11.918	11.721
-1016868356	6.37545E+18	270.9807782	-1.057706067	0.594767869	20.30423355	99	-59.2	55	      	13.031	12.74	12.153		10.889	10.485	10.359
-1016868355	6.37545E+18	271.0325846	-1.061223968	0.592061579	21.22296524	24.65572548	-1.5	-8	16.437	15.382	15.161			13.242	12.762	12.623
-1016868354	6.37545E+18	271.3445321	-1.049181124	0.695426881	21.48075676	23.32749557										
-1016868353	6.37545E+18	270.9829942	-1.059504868	0.597945809	20.03385353	99	17.5	-9.6	13.934	13.086	12.967	12.222		11.477	11.086	10.937
-1016868352	6.37545E+18	271.270475	-1.071077629	0.664514303	21.53930283	25.8024559										
-1016868351	6.37545E+18	271.2413675	-1.076244517	0.65006721	21.91389084	22.51272202										
-1016868350	6.37545E+18	271.2744897	-1.075845727	0.664514303	21.87897491	99										
-1016868349	6.37545E+18	271.0304351	-1.078286178	0.597945809	21.75614929	99										
-1016868348	6.37545E+18	271.4867996	-1.081040886	0.82030493	21.73365974	99										
-1016868347	6.37545E+18	271.1013311	-1.058489899	0.609317005	18.77921486	18.67687798	1.8	-3.9	15.319	14.548	14.261			13.221	13.009	12.898
-1016868346	6.37545E+18	271.3183378	-1.082755572	0.694583118	21.21147346	22.99898911	-22.9	-10.7	15.018	13.901	13.591	13.061		11.836	11.215	11.3
-1016868345	6.37545E+18	271.1741187	-1.085166701	0.639303267	21.07777977	99	-4.7	-9.9	15.795	14.762	14.434	13.94		12.602	12.217	12.058
-1016868344	6.37545E+18	271.1665278	-1.06755196	0.604130685	20.07491112	22.46292496	-25.4	-16.7	14.06	13.205	12.802	12.435		11.125	10.708	10.535
-1016868343	6.37545E+18	271.1093343	-1.048428148	0.578608632	19.08356476	23.15424347	5.7	-12.4	14.194	13.438	13.222	12.878		11.615	11.25	11.172
-1016868342	6.37545E+18	271.0600643	-1.099951425	0.607401311	21.52024841	23.47851944	3.5	-8.6	15.631	14.439	14.046	13.543		12.045	11.453	11.309
-1016868341	6.37545E+18	271.3961524	-1.104730752	0.74652642	20.4288826	99	-0.9	-14.8	11.984	10.58	10.075	9.464		7.788	7.16	6.953
-1016868340	6.37545E+18	271.2508422	-1.102880092	0.670518577	19.94600677	23.38862991	-1.7	1.6	14.709	13.795	13.508	13.098		11.805	11.435	11.341
-1016868339	6.37545E+18	271.1650405	-1.107891231	0.639303267	21.19908905	99	        	        	15.548	14.564	14.213	13.745		12.358	11.914	11.784
-1016868338	6.37545E+18	271.4485595	-1.111160431	0.808863223	20.87689018	99										
-1016868337	6.37545E+18	271.1888796	-1.112777019	0.639303267	19.27991867	99	4.2	14.7	14.385	13.658	13.294	12.914		11.561	11.256	11.121
-1016868336	6.37545E+18	271.1649598	-1.11500719	0.634788156	19.44368744	21.76514244	-5.9	14.9	14.047	13.201	12.99	12.606		11.301	11.044	10.873
-1016868335	6.37545E+18	271.2862129	-1.120826465	0.688958585	21.01146507	23.49126244	-3.6	9.5	15.267	14.253	13.882	13.396		11.851	11.471	11.308
-1016868334	6.37545E+18	271.1374367	-1.13240515	0.62727654	21.22693443	99	-3.7	11.7	15.318	14.211	13.667	13.258		11.705	11.06	10.938
-1016868333	6.37545E+18	271.2786264	-1.129610272	0.69441551	19.76437759	99	-2.4	-2.3	14.515	13.645	13.362	12.981		11.726	11.331	11.226
-1016868332	6.37545E+18	271.4745725	-1.131381683	0.808863223	21.06051064	22.97760391	2.5	-1.9	16.223	15.164	14.965	14.297		12.892	12.539	12.443
-1016868331	6.37545E+18	271.1918035	-1.136065052	0.669139147	21.69779587	22.52863121								16.105	15.409	14.981
-1016868330	6.37545E+18	270.9896663	-1.120335617	0.595807493	20.5733757	24.1211319	-14	1.2	14.31	13.416	13.122	12.779		11.337	10.924	10.78
-1016868329	6.37545E+18	271.366427	-1.143183344	0.723841012	22.11423111	21.67899513										
-1016868328	6.37545E+18	271.04206	-1.138568973	0.607245028	21.7481842	99										
-1016868327	6.37545E+18	271.3246998	-1.144779303	0.701454937	21.49693871	22.10628891										
-1016868326	6.37545E+18	271.454133	-1.104204181	0.773768246	15.19240475	22.30718803	-5.9	-34.8	10.153	9.543	9.3	9.188		8.182	7.883	7.813
-1016868325	6.37545E+18	271.4778637	-1.152930698	0.795301735	21.31755257	24.62807465	-6.4	6.7	      	      	      			15.217	15.023	15.007
-1016868324	6.37545E+18	271.580147	-1.151883301	0.906332195	21.55494499	99										
-1016868323	6.37545E+18	271.5601397	-1.156046502	0.86129421	21.11025238	21.79639053	-3	-3.8	16.269	15.178	14.809	14.555		13.252	12.908	12.811
-1016868322	6.37545E+18	271.5182742	-1.159010998	0.822029531	21.60544586	99	-6.1	-6	15.661	14.598	14.245	13.752		12.326	11.898	11.764
-1016868321	6.37545E+18	271.1862523	-1.137853092	0.669139147	17.61569405	18.55073357	-1.5	-1.1	13.225	12.655	12.494	12.306		11.147	10.975	10.868
-1016868320	6.37545E+18	270.9758029	-1.1545829	0.595725477	20.26200676	25.37615967	-0.8	2.4	14.845	13.751	13.347	12.822		11.445	10.902	10.493
-1016868319	6.37545E+18	271.3014827	-1.17005785	0.702922404	22.03144646	23.23244476										
-1016868318	6.37545E+18	271.3694179	-1.173053705	0.71575284	22.0155468	99										
-1016868317	6.37545E+18	271.1573981	-1.168990848	0.660472095	20.58827019	99	5.6	-2.8	15.679	14.665	14.362	13.796		12.417	12.013	11.864
-1016868316	6.37545E+18	271.4993226	-1.1791761	0.795301735	21.75713539	99										
-1016868315	6.37545E+18	271.6232453	-1.18546902	1.020865202	21.72678185	26.05285645	-3.6	-0.4	16.584	15.421	15.162	14.597		13.149	12.846	12.646
-1016868314	6.37545E+18	271.4873753	-1.165593012	0.795301735	21.94702721	24.03006744	1.4	-2.1	16.6	15.035	14.663			13.414	12.938	12.844
-1016868313	6.37545E+18	271.1234228	-1.19020999	0.642582536	22.15716553	23.32808876										
-1016868312	6.37545E+18	271.5196955	-1.182203434	0.838157713	19.0405407	23.85274887	-2.1	-5.2	13.988	13.149	12.865	12.516		11.251	10.974	10.845
-1016868311	6.37545E+18	271.3490811	-1.18845552	0.71575284	21.17338562	21.13861084										
-1016868310	6.37545E+18	271.0920036	-1.188354962	0.623780549	20.71921158	21.84236336	-1.5	-4.2	16.042	15.382	15.206	14.809		13.483	13.051	12.92
-1016868309	6.37545E+18	271.0838259	-1.191705467	0.623780549	21.88549805	23.04509354										
-1016868307	6.37545E+18	271.0300378	-1.188142025	0.603117466	22.32184029	99										
-1016868306	6.37545E+18	271.3317983	-1.193071936	0.702922404	21.10691452	23.39127731	3.1	-0.6	15.438	14.434	14.035	13.686		12.356	11.956	11.808
-1016868305	6.37545E+18	271.4231595	-1.205455247	0.74407351	22.0153141	26.84825134								16.469	16.014	15.827
-1016868304	6.37545E+18	270.9809642	-1.198700652	0.586985111	21.48844337	22.13944817	3.9	-6.9	      	      	      			11.427	10.945	10.791
-1016868302	6.37545E+18	271.4697432	-1.21400829	0.795343578	21.95037842	99										
-1016868301	6.37545E+18	271.4820411	-1.216478895	0.795343578	21.93868637	99	-3.7	4.9	17.172	16.165	      			13.925	13.552	13.472
-1016868300	6.37545E+18	271.2797008	-1.218815729	0.703403294	21.77889824	21.87641144								15.878	15.411	15.586
-1016868299	6.37545E+18	271.3757395	-1.20391712	0.737410426	20.5943737	22.80573654	6.7	0.3	15.1	14.188	13.844	13.365		12.086	11.696	11.537
-1016868298	6.37545E+18	271.3673668	-1.220300665	0.729190111	21.75932121	99	-2.7	-0.6	15.963	15.065	14.715	14.29		12.906	12.563	12.409
-1016868297	6.37545E+18	271.0100277	-1.220990607	0.589687824	21.77027321	21.66757965										
-1016868296	6.37545E+18	270.9771316	-1.220252908	0.588060677	21.45418167	24.39141464	2.8	0.1	15.442	14.403	14.106	13.819		12.279	11.886	11.757
-1016868295	6.37545E+18	271.0675138	-1.227507236	0.635904133	21.93327332	99	-0.5	5.6	      	      	      			13.877	13.433	13.345
-1016868294	6.37545E+18	270.9899663	-1.221104872	0.588060677	20.46592331	24.78581619	0.9	3.4	14.776	13.659	13.319	12.817		11.31	10.782	10.627
-1016868293	6.37545E+18	270.9818727	-1.234649504	0.588060677	21.48576355	99	-0.7	1.1	13.102	11.598	10.98	10.379		8.537	7.835	7.618
-1016868292	6.37545E+18	271.2949553	-1.237409526	0.723539114	20.70733452	20.63950539	-9.9	-13.5	16.77	16.075	      			14.557	14.419	14.333
-1016868291	6.37545E+18	271.4766302	-1.241422361	0.814232349	21.83371353	24.35697937	-10.3	-0.4	16.966	15.678	      	14.84		13.531	13.117	13.002
-1016868290	6.37545E+18	271.4524644	-1.228919864	0.782837152	21.68591118	99	-0.3	-10	15.414	14.232	13.842	13.295		11.753	11.298	11.122
-1016868289	6.37545E+18	271.6552464	-1.22444709	0.99064523	16.80294037	17.72254944	1.3	-0.3	12.527	11.919	11.769	11.565		10.584	10.411	10.258
-1016868288	6.37545E+18	271.0419098	-1.240322504	0.607619405	20.95109558	99	-4	-5.4	      	      	      			13.137	12.768	12.644
-1016869005	6.37545E+18	270.6385712	-0.235168862	0.421805352	22.01662827	99										
-1016869004	6.37545E+18	270.4724231	-0.233368549	0.433714032	20.27135277	22.01185226	5.2	7.1	15.196	14.235	13.65			12.719	12.423	12.301
-1016869003	6.37545E+18	270.4429514	-0.227659027	0.456143349	19.49329567	99	2.4	-2	14.798	14.008	13.805	13.519		12.495	12.226	12.134
-1016869002	6.37545E+18	270.8966397	-0.239090867	0.402139395	20.98962021	99	-10.7	-3.8	16.635	15.41	15.098	14.791		13.693	13.284	13.145
-1016869001	6.37545E+18	270.3964675	-0.237700134	0.471843511	21.39835548	99										
-1016869000	6.37545E+18	270.7488709	-0.234505762	0.42184481	18.07084084	99	-0.5	7.4	14.014	13.409	13.219	13.143		12.039	11.83	11.725
-1016868999	6.37545E+18	270.8558795	-0.238915975	0.408268094	21.48487663	99	3.9	-2.4	      	      	      			13.409	12.948	12.828
-1016868998	6.37545E+18	270.9694547	-0.247602389	0.3984662	21.72655678	99										
-1016868997	6.37545E+18	270.8664407	-0.230921014	0.408268094	16.99240685	22.17849159	3.3	-16.3	12.241	11.534	11.301	11.082		10.131	9.823	9.784
-1016868996	6.37545E+18	270.4204199	-0.250918376	0.475201458	21.05099487	99										
-1016868995	6.37545E+18	270.3923862	-0.24850721	0.471843511	20.96995354	23.81126976	-14.9	-9.5	15.858	14.985	14.729	14.279		13.044	12.636	12.524
-1016868994	6.37545E+18	270.7844129	-0.248088998	0.427026093	20.68535805	99	4.4	2.3	14.491	13.467	13.138	12.787		11.463	11.068	10.904
-1016868993	6.37545E+18	270.5166485	-0.248015939	0.433714032	20.3593502	99	5.6	-8.3	14.865	14.022	13.702	13.416		12.222	11.872	11.716
-1016868992	6.37545E+18	270.9119153	-0.250948963	0.410441071	21.18432045	99	-4.8	-12	15.432	14.452	14.173	13.807		12.392	11.973	11.846
-1016868991	6.37545E+18	270.6285331	-0.251179472	0.421805352	20.83589554	99	-3.3	-9.5	      	      	      			13.268	12.951	12.814
-1016868990	6.37545E+18	270.6027906	-0.249062884	0.42268312	20.24909973	23.66607285	-0.9	-18.2	14.81	13.923	13.61	13.374		12.077	11.697	11.616
-1016868989	6.37545E+18	270.5099251	-0.254928591	0.433714032	21.41170502	22.99119377	-5.8	4.2	17.305	16.465	      			14.553	14.132	14.025
-1016868988	6.37545E+18	270.8562722	-0.249091384	0.408268094	20.79737854	99								15.235	14.765	14.827
-1016868987	6.37545E+18	270.57119	-0.246431949	0.42268312	18.34610367	22.9656353	13.7	7.4	13.373	12.604	12.331	12.184		10.948	10.674	10.543
-1016868986	6.37545E+18	270.6371739	-0.25421175	0.433849126	20.66493607	23.41802979	-1.4	7.8	15.148	14.293	13.945	13.687		12.387	12.025	11.902
-1016868985	6.37545E+18	270.3267462	-0.248926928	0.485318989	19.26092911	99	0	-2.9	15.094	14.446	14.266	14.05		13.064	12.854	12.777
-1016868984	6.37545E+18	270.6523009	-0.256321983	0.433849126	21.28473473	30.54492569	0.6	-45.6	      	      	      			15.046	14.719	14.732
-1016868983	6.37545E+18	270.3775838	-0.242193615	0.471843511	20.24825287	99	10.2	-11.4	15.3	14.347	13.996	13.677		12.63	12.286	12.212
-1016868982	6.37545E+18	270.7295797	-0.263583456	0.436057061	21.78974915	99	6.6	-4.4	16.777	16.02	15.675	15.372		13.818	13.489	13.385
-1016868981	6.37545E+18	270.957128	-0.255246241	0.3984662	18.04331589	21.13198853	-4.7	-1	13.484	12.911	12.73	12.567		11.426	11.215	11.127
-1016868980	6.37545E+18	270.664077	-0.260292731	0.433849126	20.69668961	99	-0.6	8.1	      	      	      			13.005	12.598	12.55
-1016868979	6.37545E+18	270.4896633	-0.258976051	0.433714032	19.38838005	25.88576698	-3.3	13.1	14.719	13.887	13.652	13.325		12.169	11.876	11.764
-1016868977	6.37545E+18	270.6804898	-0.236117666	0.434108406	22.04010391	23.11669922										
-1016868976	6.37545E+18	270.8346474	-0.268037828	0.425177932	21.92420578	99	-4.6	1.6	17.157	16.053	15.676			13.996	13.581	13.396
-1016868975	6.37545E+18	270.9076671	-0.268893602	0.418688297	22.0650425	99	1.8	-8.1	      	      	      			14.797	14.265	14.145
-1016868974	6.37545E+18	270.8804305	-0.268154479	0.418688297	21.50732231	23.47179413										
-1016868973	6.37545E+18	270.9512806	-0.268020704	0.410441071	20.51883507	20.33695793	5.4	0	16.274	15.695	15.352	14.959		13.823	13.419	13.286
-1016868972	6.37545E+18	270.7837015	-0.267043207	0.427026093	20.92478371	99	        	        	15.667	14.866	14.572	14.174		13.108	12.78	12.659
-1016868971	6.37545E+18	270.6644637	-0.264542598	0.433849126	19.15294838	24.03109169	-0.6	1.3	14.337	13.555	13.251	13.057		11.706	11.383	11.262
-1016868970	6.37545E+18	270.8083263	-0.23842093	0.416070968	17.3752861	22.54336166	-3.5	3.4	12.921	12.316	12.058	11.873		10.77	10.508	10.432
-1016868969	6.37545E+18	270.4701565	-0.272282578	0.459327161	21.67489243	23.56017494	10.2	2.6	      	      	      			14.267	13.948	13.857
-1016868968	6.37545E+18	270.6203443	-0.271217059	0.437313408	21.31352425	22.31070709	2.6	-9.5	      	      	      			14.282	13.885	13.835
-1016868967	6.37545E+18	270.3781803	-0.270689664	0.482200891	21.7803688	23.95669937	-2.2	-9.6	      	      	      			14.566	14.26	14.253
-1016868966	6.37545E+18	270.9421606	-0.272407169	0.410441071	20.39144707	99	-0.1	-4.2	15.402	14.533	14.225	13.946		12.617	12.293	12.163
-1016868965	6.37545E+18	270.9671554	-0.27602019	0.401445478	21.57582474	99	1.8	-2.5	16.153	15.087	14.683	14.335		12.654	12.11	11.96
-1016868963	6.37545E+18	270.5961115	-0.27394224	0.437313408	21.53782845	99	-1.6	-6.2	16.132	15.085	14.775	14.485		12.949	12.501	12.346
-1016868962	6.37545E+18	270.8465795	-0.278226771	0.425177932	21.67333603	23.96366501	2.6	-1.8	16.936	15.964	15.542			13.905	13.54	13.419
-1016868961	6.37545E+18	270.5698275	-0.280783316	0.443823963	22.14153099	28.97998428										
-1016868960	6.37545E+18	270.7329077	-0.283634596	0.443258792	21.20869064	99	-15.4	-26.9	15.491	14.501	14.105	13.803		12.952	11.945	11.816
-1016868959	6.37545E+18	270.4893939	-0.236365423	0.433714032	15.41776085	20.49669266	7.6	-12.1	11.149	10.527	10.327	10.172		9.278	9.078	8.935
-1016868958	6.37545E+18	270.9568785	-0.27896728	0.413244188	19.73915672	19.83844948								15.881	15.993	15.824
-1016868957	6.37545E+18	270.3168459	-0.283978036	0.484237254	21.01966095	21.68559647										
-1016868956	6.37545E+18	270.3124708	-0.282830369	0.484237254	21.12034607	99										
-1016868955	6.37545E+18	270.5158077	-0.263627376	0.440397739	17.67416382	21.66571808	-4.4	-4.1	13.294	12.612	12.411	12.322		11.062	10.777	10.648
-1016868954	6.37545E+18	270.9669715	-0.285707902	0.413244188	20.50135231	22.52372551										
-1016868953	6.37545E+18	270.9583169	-0.282089161	0.413244188	19.53293419	19.80908775								16.39	16.33	16.105
-1016868952	6.37545E+18	270.677953	-0.287764666	0.449947238	20.81147957	99	6	-5.8	15.933	15.095	14.8	14.51		13.147	12.747	12.653
-1016868951	6.37545E+18	270.7953429	-0.289035169	0.431857318	21.32380676	99	-2.7	5	15.817	14.714	14.375	13.999		12.652	12.219	12.038
-1016868950	6.37545E+18	270.8941783	-0.294690156	0.428376794	21.68968964	23.04655075	-3.6	4.5	16.348	15.367	15.199			13.528	13.119	12.996
-1016868949	6.37545E+18	270.4462221	-0.294875002	0.477280706	21.61314583	99	0.5	1.4	15.905	14.949	14.593	14.236		12.996	12.693	12.514
-1016868948	6.37545E+18	270.8278783	-0.295939211	0.431857318	21.96788025	23.83831787	0	-4.9	16.56	15.738	15.382	14.791		13.654	13.316	13.209
-1016868947	6.37545E+18	270.813216	-0.292022874	0.431857318	20.70641136	99	-0.1	-2.5	15.775	14.916	14.657	14.328		12.989	12.637	12.517
-1016868946	6.37545E+18	270.5769885	-0.285676751	0.443823963	17.9723053	21.88066864	4	3.2	13.441	12.759	12.515	12.365		11.198	10.911	10.819
