casjobsID	objid	ra	dec	e_bv	mag_nuv	mag_fuv	pmRA	pmDE	Bmag	Vmag	rmag	imag		Jmag	Hmag	Kmag					
							mas/yr	mas/yr	mag	mag	mag	mag		mag	mag	mag					
							--------	--------	------	------	------	------		------	------	------	FUV-NUV	NUV-H	NUV-R	J-K	H-K
-1016866562	6.37545E+18	272.9859094	-0.006322347	0.620891571	21.18662453	21.84235382	        	        	15.041	14.009	13.654	13.21		12.183	11.801	11.662	0.655729294	9.385624527	7.532624527	0.521	0.139
-1016866561	6.37545E+18	272.8782812	0.006574975	0.611032844	19.05044556	99	0.6	-10.6	14.299	13.49	13.201	12.853		11.751	11.488	11.357	-100	7.562445557	5.849445557	0.394	0.131
-1016866560	6.37545E+18	273.4426079	-0.010967796	0.671146631	21.8790493	22.1274128											0.248363495	-100	-100	-100	-100
-1016866559	6.37545E+18	273.2576922	-0.001819398	0.698475718	17.72561646	22.10544586	6.9	3.1	13.166	12.409	12.152	11.964		10.799	10.507	10.426	4.379829407	7.218616455	5.573616455	0.373	0.081
-1016866558	6.37545E+18	272.9080782	-0.009097222	0.612156153	21.21767044	99											-100	-100	-100	-100	-100
-1016866557	6.37545E+18	273.3881046	-0.012585925	0.679734647	21.79950333	22.56721306	3.6	-4.5	17.229	16.035	      			14.404	14.041	13.931	0.767709732	7.758503326	#ЗНАЧ!	0.473	0.11
-1016866556	6.37545E+18	272.9670808	-0.001379753	0.620891571	21.67941093	24.59643555	-0.2	-4.2	16.618	15.105	14.369			13.077	12.623	12.329	2.917024612	9.056410934	7.310410934	0.748	0.294
-1016866555	6.37545E+18	273.40211	-0.01540348	0.658383548	20.88280869	99	-2.5	-8.5	15.044	14.067	13.703	13.364		12.098	11.628	11.518	-100	9.254808685	7.179808685	0.58	0.11
-1016866554	6.37545E+18	272.8831562	-0.016525069	0.614559889	21.56586838	22.26042938											0.694561005	-100	-100	-100	-100
-1016866553	6.37545E+18	272.9822065	-0.016204176	0.620891571	21.82848549	99											-100	-100	-100	-100	-100
-1016866552	6.37545E+18	273.6006487	-0.016968189	0.678001285	21.66811371	99											-100	-100	-100	-100	-100
-1016866551	6.37545E+18	272.9426489	-0.015820896	0.615711868	18.34794044	20.71931458	-0.4	-0.9	13.799	13.076	12.856	12.556		11.432	11.179	11.085	2.37137413	7.168940445	5.491940445	0.347	0.094
-1016866550	6.37545E+18	273.3180432	-0.023561779	0.691330433	20.73171616	99	-4.4	-19.5	14.329	13.245	12.87			11.103	10.674	10.57	-100	10.05771616	7.861716156	0.533	0.104
-1016866548	6.37545E+18	273.3322805	-0.024555606	0.691330433	20.44609451	21.69664955	-8.9	-5.9	14.909	13.98	13.626	13.304		11.94	11.622	11.479	1.250555038	8.824094513	6.820094513	0.461	0.143
-1016866547	6.37545E+18	273.1203595	-0.029678178	0.734352529	21.8765564	99	15.9	25.5	14.627	13.393	12.856			11.013	10.427	10.264	-100	11.4495564	9.020556396	0.749	0.163
-1016866546	6.37545E+18	273.3919665	-0.029678521	0.698396266	20.61206055	22.87153625	2.3	-1.1	15.686	14.783	14.473	14.177		12.797	12.467	12.327	2.259475708	8.145060547	6.139060547	0.47	0.14
-1016866545	6.37545E+18	272.9235467	-0.005137627	0.615711868	18.11169243	99	0.5	-4.4	      	      	      			13.88	13.12	12.924	-100	4.991692429	#ЗНАЧ!	0.956	0.196
-1016866544	6.37545E+18	272.9832778	-0.035378603	0.653595448	22.0826931	99											-100	-100	-100	-100	-100
-1016866543	6.37545E+18	273.3173444	-0.032928915	0.711502314	20.92528534	22.79244232	-5.3	-12.2	15.309	14.263	13.851	13.447		11.943	11.516	11.408	1.867156982	9.409285339	7.074285339	0.535	0.108
-1016866542	6.37545E+18	273.4353566	-0.029152314	0.68114531	19.15394592	19.71188545	-4.1	-2.8	16.316	15.623	15.322	15.3		13.964	14.57	14.504	0.557939529	4.583945923	3.831945923	-0.54	0.066
-1016866541	6.37545E+18	273.388672	-0.026845188	0.698396266	21.26919746	99											-100	-100	-100	-100	-100
-1016866540	6.37545E+18	272.9979877	-0.035019627	0.651432872	21.72921753	25.70723724											3.978019714	-100	-100	-100	-100
-1016866535	6.37545E+18	272.9887797	-0.031929633	0.653595448	17.59288597	21.53229904	2.3	1.5	13.369	12.709	12.488	12.241		11.244	11.056	10.936	3.939413071	6.536885971	5.104885971	0.308	0.12
-1016866533	6.37545E+18	273.2047966	-0.046866959	0.752242267	22.01512527	25.95907211											3.943946838	-100	-100	-100	-100
-1016866530	6.37545E+18	273.3670228	-0.055366748	0.708774269	21.8884697	24.83447456											2.946004868	-100	-100	-100	-100
-1016866527	6.37545E+18	272.9602554	-0.05833171	0.628333032	22.14943314	99								16.357	15.815	15.242	-100	6.334433136	-100	1.115	0.573
-1016866526	6.37545E+18	272.9682533	-0.056904264	0.628333032	20.49139977	21.77829742	3.6	-6.1	15.31	14.349	13.962	13.557		12.2	11.867	11.731	1.286897659	8.624399765	6.529399765	0.469	0.136
-1016866525	6.37545E+18	273.6167504	-0.057355634	0.680325687	21.47512245	99	7.3	-0.8	16.34	15.247	14.869	14.452		12.986	12.552	12.453	-100	8.923122452	6.606122452	0.533	0.099
-1016866524	6.37545E+18	273.5547569	-0.051173924	0.67964381	18.74107361	23.41635132	4.6	4.6	10.861	9.595	9.146	8.771		7.24	6.674	6.484	4.67527771	12.06707361	9.595073608	0.756	0.19
-1016866521	6.37545E+18	273.144359	-0.064252459	0.757727861	21.78138351	23.22704506	0.8	-3.1	15.571	14.569	14.203	13.75		12.471	12.123	12.051	1.445661545	9.658383514	7.578383514	0.42	0.072
-1016866518	6.37545E+18	273.444609	-0.069677558	0.711012721	21.50997162	99	1.9	-7.1	16.676	15.724	15.249	15.017		13.446	13.105	12.971	-100	8.404971619	6.260971619	0.475	0.134
-1016866517	6.37545E+18	273.2122324	-0.039939616	0.752242267	17.45031357	99	-5.2	2.4	12.756	12.079	11.856	11.659		10.407	10.149	10.104	-100	7.301313568	5.594313568	0.303	0.045
-1016866516	6.37545E+18	273.5300593	-0.06650749	0.700925708	20.77261353	25.20257568	-3.2	-1	15.082	14.075	13.651	13.325		11.801	11.462	11.344	4.429962158	9.310613525	7.121613525	0.457	0.118
-1016866514	6.37545E+18	273.0814696	-0.075354776	0.702110827	21.61967087	99	-0.4	-5.3	16.771	15.484	15.056	14.454		13.192	12.748	12.597	-100	8.871670868	6.563670868	0.595	0.151
-1016866513	6.37545E+18	273.5429928	-0.072667046	0.700925708	21.17691231	99	8.1	7.8	16.258	15.544	      			13.839	13.538	13.478	-100	7.638912308	#ЗНАЧ!	0.361	0.06
-1016866510	6.37545E+18	272.9803808	-0.07434536	0.666751325	20.97039413	99	2	1.3	      	      	      			12.217	11.823	11.701	-100	9.147394135	#ЗНАЧ!	0.516	0.122
-1016866509	6.37545E+18	272.9369485	-0.071576643	0.623021245	20.76473427	99	-22	-23.3	15.294	14.383	14.148	13.694		12.393	11.9	11.837	-100	8.864734268	6.616734268	0.556	0.063
-1016866506	6.37545E+18	272.8785884	-0.076369757	0.627334833	20.81047821	99	-0.4	-3.1	15.72	14.889	14.601	14.173		12.934	12.642	12.534	-100	8.16847821	6.20947821	0.4	0.108
-1016866504	6.37545E+18	272.8679155	-0.082509022	0.627334833	21.14003372	99								15.539	14.865	14.737	-100	6.275033722	-100	0.802	0.128
-1016866501	6.37545E+18	273.6448924	-0.086575835	0.680326641	21.42972755	21.9279747	1.7	0	17.135	15.975	15.732	15.277		13.673	13.222	13.169	0.498247147	8.207727554	5.697727554	0.504	0.053
-1016866500	6.37545E+18	272.8940621	-0.084208522	0.627334833	20.6999855	99	0.3	0.2	15.594	14.772	      			12.753	12.497	12.347	-100	8.202985504	#ЗНАЧ!	0.406	0.15
-1016866496	6.37545E+18	273.1036272	-0.101135504	0.739770293	21.99009323	22.73035431											0.740261078	-100	-100	-100	-100
-1016866495	6.37545E+18	273.2603545	-0.086672829	0.743739724	21.70978928	22.52172279											0.811933517	-100	-100	-100	-100
-1016866494	6.37545E+18	273.1334222	-0.101188873	0.75406599	21.55774117	99	-4.7	-0.2	15.763	14.756	14.395	13.992		12.718	12.387	12.26	-100	9.170741165	7.162741165	0.458	0.127
-1016866493	6.37545E+18	273.0436459	-0.103803958	0.719035268	21.28444862	21.495224	4.2	-2.8	16.733	15.924	15.613	15.318		13.926	13.575	13.599	0.210775375	7.709448624	5.671448624	0.327	-0.024
-1016866492	6.37545E+18	273.0076958	-0.10283771	0.666751325	21.31772423	23.72006226	6.6	-8.2	15.931	15.006	      			12.522	12.069	11.985	2.402338028	9.248724228	#ЗНАЧ!	0.537	0.084
-1016866490	6.37545E+18	272.8701337	-0.098409752	0.640819848	20.85550308	99	        	        	      	      	      			13.455	13.036	12.894	-100	7.819503082	#ЗНАЧ!	0.561	0.142
-1016866489	6.37545E+18	273.5139583	-0.102721006	0.712558091	21.97857666	99								15.698	14.832	14.517	-100	7.14657666	-100	1.181	0.315
-1016866488	6.37545E+18	273.525508	-0.107334036	0.712558091	21.76615524	99											-100	-100	-100	-100	-100
-1016866487	6.37545E+18	273.0579151	-0.111228314	0.719035268	22.01578903	25.46023941											3.444450378	-100	-100	-100	-100
-1016866486	6.37545E+18	272.8719491	-0.110792144	0.640819848	22.02086067	99	9.7	1.9	16.92	15.888	15.415	14.826		13.523	13.145	13.022	-100	8.875860672	6.605860672	0.501	0.123
-1016866485	6.37545E+18	273.4196671	-0.107462752	0.721886098	19.85048103	99	-0.4	-5.7	14.71	13.824	13.491	13.201		11.859	11.561	11.449	-100	8.289481033	6.359481033	0.41	0.112
-1016846076	6.37545E+18	274.336385	1.648726024	0.747302651	21.95021248	22.45526886	-9.8	0.2	16.076	14.832	14.406	13.787		12.167	11.763	11.605	0.505056381	10.18721248	7.544212479	0.562	0.158
-1016846073	6.37545E+18	274.3742512	1.649844875	0.754460096	20.65525627	99	-2.5	-0.6	15.258	14.179	13.819	13.337		11.97	11.656	11.503	-100	8.999256271	6.836256271	0.467	0.153
-1016846071	6.37545E+18	274.2020976	1.656739619	0.711459219	18.53447914	23.76171684	1.3	-13.2	13.714	12.908	12.672	12.452		11.218	11.023	10.884	5.227237701	7.511479141	5.862479141	0.334	0.139
-1016846070	6.37545E+18	274.1583897	1.650108532	0.726349115	20.46578598	99	7.9	10	14.51	13.373	12.986	12.557		11.132	10.713	10.604	-100	9.75278598	7.47978598	0.528	0.109
-1016846067	6.37545E+18	273.9172531	1.636607903	0.748653591	20.77335358	23.30826569	10.2	-55.6	14.464	13.423	13.065	12.744		11.312	10.919	10.806	2.534912109	9.854353577	7.708353577	0.506	0.113
-1016846066	6.37545E+18	274.1537752	1.642916945	0.726349115	21.73026848	99	-1.1	5	16.346	15.047	14.671	14.206		12.638	12.288	12.118	-100	9.442268478	7.059268478	0.52	0.17
-1016846065	6.37545E+18	274.3916391	1.63428539	0.757200062	21.96458244	99											-100	-100	-100	-100	-100
-1016846064	6.37545E+18	274.0669026	1.632772714	0.772148669	19.98515701	20.17234802								15.231	14.745	14.705	0.18719101	5.240157013	-100	0.526	0.04
-1016846063	6.37545E+18	274.0918963	1.638027598	0.772148669	19.85595512	22.3829422	0.7	3.8	15.002	14.181	13.956	13.785		12.321	12.076	11.931	2.526987076	7.779955124	5.899955124	0.39	0.145
-1016846062	6.37545E+18	274.3591727	1.619121734	0.756954372	21.16858292	22.21717072	-10.8	-4.2	14.915	13.765	13.35	12.853		11.356	10.921	10.765	1.048587799	10.24758292	7.818582916	0.591	0.156
-1016846059	6.37545E+18	274.1597627	1.631885048	0.726349115	18.92673874	24.12211609	-6	3	14.005	13.13	12.845	12.555		11.262	10.992	10.886	5.19537735	7.934738739	6.081738739	0.376	0.106
-1016846058	6.37545E+18	274.0120445	1.612334246	0.798746467	21.31286812	99	-1.3	-15.4	15.53	14.332	13.932	13.477		11.963	11.558	11.407	-100	9.754868118	7.380868118	0.556	0.151
-1016846057	6.37545E+18	274.1001531	1.609088527	0.772148669	22.40468025	99											-100	-100	-100	-100	-100
-1016846052	6.37545E+18	274.3878791	1.603142377	0.768477142	21.58441544	99	-1.4	-1.2	15.989	14.854	14.35	13.977		12.653	12.322	12.215	-100	9.262415436	7.234415436	0.438	0.107
-1016846051	6.37545E+18	274.4173559	1.609724678	0.767499924	20.92553139	21.96253014	-0.6	14.5	      	      	      			12.027	11.647	11.488	1.036998749	9.278531387	#ЗНАЧ!	0.539	0.159
-1016846050	6.37545E+18	274.3029409	1.602724446	0.7512815	21.91709518	22.30499268	-2.8	-0.5	16.23	14.963	14.65	14.18		12.743	12.392	12.244	0.387897491	9.525095184	7.267095184	0.499	0.148
-1016846049	6.37545E+18	274.1385352	1.58571479	0.771914899	21.87826157	99	-25.3	-28.2	14.915	13.713	13.253	12.899		11.521	10.925	10.76	-100	10.95326157	8.625261566	0.761	0.165
-1016846048	6.37545E+18	273.9228006	1.59085743	0.766705155	21.33474541	24.11861801											2.783872604	-100	-100	-100	-100
-1016846047	6.37545E+18	274.3849726	1.578917386	0.768776774	22.39037895	99											-100	-100	-100	-100	-100
-1016846046	6.37545E+18	274.2981484	1.578433645	0.742032528	21.74432945	22.09056282	-0.4	-13.4	      	      	      			13.265	12.768	12.582	0.346233368	8.976329453	#ЗНАЧ!	0.683	0.186
-1016846045	6.37545E+18	274.1252912	1.622571357	0.747517705	14.93778515	21.17903519	3.1	-13.9	10.675	10.101	9.979	9.993		9.047	8.79	8.751	6.241250038	6.147785149	4.958785149	0.296	0.039
-1016846044	6.37545E+18	274.1587597	1.577549327	0.766979039	21.68102646	99	-2.6	8.7	17.025	16.461	      			13.422	12.981	12.943	-100	8.700026459	#ЗНАЧ!	0.479	0.038
-1016846043	6.37545E+18	274.10049	1.573655558	0.785948575	21.59747314	22.604496											1.007022858	-100	-100	-100	-100
-1016846042	6.37545E+18	274.5038168	1.624603191	0.807093263	15.09982204	19.76521492	-6.7	-8.5	11.507	10.946	10.846	10.765		9.879	9.665	9.581	4.665392876	5.434822044	4.253822044	0.298	0.084
-1016846041	6.37545E+18	274.3256775	1.572456037	0.769966006	21.68351173	99	70.9	20.5	      	      	      			12.208	11.806	11.673	-100	9.877511734	#ЗНАЧ!	0.535	0.133
-1016846040	6.37545E+18	274.1533106	1.579403256	0.771914899	19.3575058	99	-5.4	0.9	14.134	13.112	12.818	12.488		11.149	10.804	10.701	-100	8.553505798	6.539505798	0.448	0.103
-1016846039	6.37545E+18	274.3572726	1.568812389	0.769966006	22.21773911	23.33686447											1.119125366	-100	-100	-100	-100
-1016846038	6.37545E+18	274.3219441	1.570079792	0.769966006	21.54423141	23.14113235	-3.6	1.2	12.878	11.272	10.712	10.079		8.283	7.591	7.423	1.59690094	13.95323141	10.83223141	0.86	0.168
-1016846037	6.37545E+18	273.9235158	1.564187585	0.766705155	22.21497917	22.88293076											0.667951584	-100	-100	-100	-100
-1016846036	6.37545E+18	274.0494104	1.559262256	0.798917472	21.59537315	99	-3.3	-2.5	17.361	16.089	15.912	15.52		14.19	13.865	13.782	-100	7.730373154	5.683373154	0.408	0.083
-1016846033	6.37545E+18	273.8727447	1.552638673	0.765200198	22.14187241	22.60658264											0.464710236	-100	-100	-100	-100
-1016846032	6.37545E+18	274.3018761	1.554781107	0.764383137	21.81988335	23.62335968											1.803476334	-100	-100	-100	-100
-1016846031	6.37545E+18	274.3195879	1.552116164	0.764383137	20.82081223	99	3.4	-9.2	14.941	13.819	13.47	13.054		11.715	11.327	11.202	-100	9.493812225	7.350812225	0.513	0.125
-1016846030	6.37545E+18	274.3239499	1.546104674	0.764383137	22.19266129	99	-0.2	-1.9	16.291	15.147	14.724	14.246		12.773	12.381	12.216	-100	9.811661285	7.468661285	0.557	0.165
-1016846029	6.37545E+18	274.1076164	1.553075851	0.776301324	20.43712234	99	24	2.3	14.803	13.674	13.317	12.865		11.439	11.007	10.895	-100	9.430122345	7.120122345	0.544	0.112
-1016846028	6.37545E+18	274.1016717	1.546286684	0.786222279	21.26329041	23.7424221	-17.9	-19.9	15.172	14.162	13.828	13.464		11.844	11.545	11.382	2.479131699	9.718290405	7.435290405	0.462	0.163
-1016846027	6.37545E+18	273.9649053	1.545743687	0.793154836	22.21170616	99	0.4	-1.1	      	      	      			13.498	12.994	12.824	-100	9.217706161	#ЗНАЧ!	0.674	0.17
-1016846024	6.37545E+18	274.1041609	1.56707801	0.785948575	16.14316177	19.74831581	-5.3	-8.1	11.443	10.668	10.457	10.22		9.045	8.822	8.711	3.605154037	7.321161774	5.686161774	0.334	0.111
-1016846022	6.37545E+18	274.5136149	1.530245164	0.810756326	22.41140366	99											-100	-100	-100	-100	-100
-1016846020	6.37545E+18	273.8543205	1.532170551	0.771319747	21.12442589	99	-9.4	0.2	      	      	      			11.787	11.403	11.285	-100	9.721425888	#ЗНАЧ!	0.502	0.118
-1016846019	6.37545E+18	273.9968281	1.525285832	0.806032419	22.03816414	22.59080696	        	        	16.594	15.126	14.54	13.954		12.5	12.005	11.833	0.552642822	10.03316414	7.498164139	0.667	0.172
-1016846018	6.37545E+18	274.4189195	1.526122714	0.79811877	22.14677811	99											-100	-100	-100	-100	-100
-1016846017	6.37545E+18	274.4835345	1.524776395	0.79654479	21.72837257	99											-100	-100	-100	-100	-100
-1016846016	6.37545E+18	274.082452	1.524353598	0.786222279	21.79470444	99	-2	-21.4	13.989	12.557	12.03	11.436		9.748	9.11	8.913	-100	12.68470444	9.764704437	0.835	0.197
-1016846014	6.37545E+18	273.9810037	1.523072372	0.809647024	20.49237251	22.51943588	-2.4	1.2	15.207	14.211	13.867	13.465		12.067	11.752	11.628	2.02706337	8.740372513	6.625372513	0.439	0.124
-1016846012	6.37545E+18	273.8657494	1.515375462	0.785766184	20.33635902	99	-10.6	4.3	14.868	13.817	13.401	12.983		11.754	11.416	11.311	-100	8.920359024	6.935359024	0.443	0.105
-1016846011	6.37545E+18	274.0444742	1.512783347	0.806032419	21.50274277	99	-19.2	-16.9	      	      	      			14.963	14.688	14.552	-100	6.814742767	#ЗНАЧ!	0.411	0.136
-1016846010	6.37545E+18	274.4198098	1.514932458	0.79811877	19.58725166	25.26173782	-3.4	7.6	14.421	13.403	13.082	12.649		11.322	11.015	10.88	5.67448616	8.572251663	6.505251663	0.442	0.135
-1016846008	6.37545E+18	274.3811757	1.503133606	0.7984007	22.19861221	99	-6.6	-0.6	16.345	15.298	14.816	14.392		12.912	12.556	12.382	-100	9.642612213	7.382612213	0.53	0.174
-1016846006	6.37545E+18	274.2138861	1.510488687	0.764098883	21.80936623	23.52689171	1.5	-6.4	15.682	14.538	14.13	13.776		12.343	11.873	11.751	1.717525482	9.936366226	7.679366226	0.592	0.122
-1016846004	6.37545E+18	274.2355782	1.493345942	0.754848719	22.53713226	99											-100	-100	-100	-100	-100
-1016846003	6.37545E+18	274.3144027	1.495568229	0.772692859	20.94417381	99	-2.6	0.9	15.493	14.463	14.011			12.179	11.782	11.625	-100	9.162173813	6.933173813	0.554	0.157
-1016846002	6.37545E+18	274.1178913	1.497866913	0.771772385	20.78142929	99	-0.8	1	15.846	14.709	14.4	14.057		12.706	12.31	12.207	-100	8.471429291	6.381429291	0.499	0.103
-1016846001	6.37545E+18	274.1527891	1.495141876	0.771772385	19.72152901	99	-6.8	-7.7	13.913	12.861	12.539	12.12		10.804	10.408	10.281	-100	9.313529007	7.182529007	0.523	0.127
-1016845999	6.37545E+18	273.8983604	1.494931888	0.80535382	20.71466637	22.88572693											2.171060562	-100	-100	-100	-100
-1016845998	6.37545E+18	274.1695272	1.487916553	0.75601691	21.1295681	99	-3.4	-12.5	14.771	13.642	13.319	12.965		11.875	11.414	11.272	-100	9.7155681	7.8105681	0.603	0.142
-1016845997	6.37545E+18	273.8398028	1.497870271	0.787624657	22.06217003	24.10877228	-2.8	1.8	15.952	14.977	14.601	14.149		12.655	12.275	12.134	2.046602249	9.787170029	7.461170029	0.521	0.141
-1016845996	6.37545E+18	274.2631056	1.484630243	0.761265814	22.43087769	23.7948761											1.363998413	-100	-100	-100	-100
-1016845993	6.37545E+18	274.160999	1.476341288	0.756300747	21.95132065	99	0.4	1.3	15.625	14.417	14.041	13.639		12.192	11.736	11.653	-100	10.21532065	7.910320648	0.539	0.083
-1016845992	6.37545E+18	274.4945787	1.473377402	0.823988378	20.67955971	99	-7.5	-4.1	15.134	13.954	13.539	13.074		11.576	11.21	11.076	-100	9.469559708	7.140559708	0.5	0.134
-1016845990	6.37545E+18	273.819897	1.477636649	0.796655416	21.00872231	22.14987755	10.3	-6.1	15.155	14.003	13.59	13.098		11.588	11.175	10.986	1.141155243	9.833722305	7.418722305	0.602	0.189
-1016845989	6.37545E+18	274.0596911	1.468868507	0.78129518	22.43697548	99											-100	-100	-100	-100	-100
-1016845988	6.37545E+18	274.358324	1.459365003	0.795881391	21.77659988	99	6.7	6	15.632	14.436	14.012	13.485		11.971	11.509	11.389	-100	10.26759988	7.764599884	0.582	0.12
-1016845985	6.37545E+18	274.0456033	1.459300403	0.797964334	20.62308884	23.1891098	8.9	-15.8	13.032	11.439	10.871	10.219		8.374	7.745	7.542	2.566020966	12.87808884	9.752088837	0.832	0.203
-1016845984	6.37545E+18	274.0365554	1.460530406	0.797964334	19.47239304	22.68334389	-13.2	-8.1	14.115	13.075	12.722	12.342		10.972	10.607	10.479	3.210950851	8.865393036	6.750393036	0.493	0.128
-1016845982	6.37545E+18	274.0221103	1.452445077	0.797964334	21.88662148	99	-2.4	-4.7	15.689	14.434	13.998	13.541		12.025	11.573	11.435	-100	10.31362148	7.888621475	0.59	0.138
-1016845981	6.37545E+18	273.8865618	1.458384934	0.800537467	22.60511589	99											-100	-100	-100	-100	-100
-1016845979	6.37545E+18	274.4580533	1.444113659	0.845996857	22.36363029	99											-100	-100	-100	-100	-100
-1016845978	6.37545E+18	274.1066349	1.446808445	0.758010209	21.26454926	23.0281868	7.9	-1.7	13.944	12.775	12.35	12.057		10.719	10.17	10.021	1.763637543	11.09454926	8.914549255	0.698	0.149
-1016845976	6.37545E+18	273.9031248	1.463189253	0.800537467	18.43425751	99	3.3	6	13.091	12.148	11.852	11.551		10.355	10.069	9.943	-100	8.365257507	6.582257507	0.412	0.126
-1016845972	6.37545E+18	274.3826545	1.451595401	0.807347417	17.18720818	23.18725586	4.2	-5.5	11.867	10.94	10.668	10.324		9.192	8.955	8.752	6.000047684	8.232208176	6.519208176	0.44	0.203
-1016845971	6.37545E+18	274.4315886	1.428270438	0.835646987	20.7581234	99	-12	-17.1	14.758	13.576	13.194	12.716		11.428	11.037	10.882	-100	9.721123398	7.564123398	0.546	0.155
-1016845970	6.37545E+18	274.4100187	1.448617527	0.807347417	16.46953773	22.67230797	-2	3.9	11.714	10.958	10.752	10.607		9.675	9.361	9.272	6.202770233	7.108537735	5.717537735	0.403	0.089
-1016845968	6.37545E+18	274.0028476	1.424678687	0.787344754	20.85833549	23.55469513	4	-6.8	15.087	13.864	13.482	12.969		11.516	11.117	10.969	2.696359634	9.741335495	7.376335495	0.547	0.148
-1016845966	6.37545E+18	274.0162155	1.414389146	0.787344754	22.01066017	22.6393795	4.7	4.5	16.075	14.779	14.346	13.9		12.33	11.832	11.641	0.62871933	10.17866017	7.664660172	0.689	0.191
-1016845965	6.37545E+18	274.2719154	1.421810168	0.74872756	21.53713036	23.80426598	-2.2	-23.1	15.419	14.262	13.876	13.492		12.096	11.668	11.484	2.26713562	9.869130356	7.661130356	0.612	0.184
-1016845964	6.37545E+18	273.8988893	1.410607619	0.803432643	20.65332985	22.45188332	-2.1	-12	15.17	13.978	13.612	13.181		11.754	11.396	11.242	1.798553467	9.257329849	7.041329849	0.512	0.154
-1016845963	6.37545E+18	274.139116	1.410598407	0.739056945	20.08604431	99	-5.5	1.9	14.29	13.228	12.885	12.517		11.177	10.828	10.667	-100	9.258044312	7.201044312	0.51	0.161
-1016845962	6.37545E+18	274.3165648	1.408804847	0.760915816	21.34480858	99	-3.5	-0.6	15.876	14.492	14.051	13.672		12.222	11.72	11.586	-100	9.624808578	7.293808578	0.636	0.134
-1016845960	6.37545E+18	274.101981	1.394752664	0.748596787	22.19932938	99	-1.4	0.1	      	      	      			13.441	12.95	12.857	-100	9.249329376	#ЗНАЧ!	0.584	0.093
-1016845959	6.37545E+18	273.9865435	1.393947178	0.801081657	21.48360443	24.19214249	-2.2	-0.5	      	      	      			12.958	12.575	12.463	2.708538055	8.908604431	#ЗНАЧ!	0.495	0.112
-1016845958	6.37545E+18	274.0426209	1.404172159	0.771008134	21.90721893	99	-22.6	-2.8	15.745	14.453	13.906	13.29		12.242	11.788	11.612	-100	10.11921893	8.001218933	0.63	0.176
-1016845957	6.37545E+18	274.0666897	1.394897451	0.771008134	20.16501045	99	-0.9	15.3	      	      	      			10.965	10.55	10.383	-100	9.615010452	#ЗНАЧ!	0.582	0.167
-1016845956	6.37545E+18	274.3463768	1.387845841	0.773494482	22.38072014	24.13042831											1.749708176	-100	-100	-100	-100
-1016856756	6.37542E+18	271.3393433	0.62755926	0.418627948	21.83327675	22.45861626	4.6	21.9	15.457	14.51	14.132	13.753		12.374	11.908	11.839	0.625339508	9.925276749	7.701276749	0.535	0.069
-1016856755	6.37542E+18	271.3959397	0.798687316	0.444883913	18.05068398	99	-1	-1.2	13.326	12.6	12.35	12.068		10.984	10.69	10.629	-100	7.360683975	5.700683975	0.355	0.061
-1016856754	6.37542E+18	271.2296303	0.797321455	0.432509422	20.46097565	24.48446655	8	-20.3	12.077	10.698	10.199	9.69		8.081	7.491	7.258	4.023490906	12.96997565	10.26197565	0.823	0.233
-1016856753	6.37542E+18	271.222338	0.793526298	0.432509422	20.78242683	22.01358986	-0.6	-8.5	16.905	16.281	16.276			15.014	14.842	14.841	1.231163025	5.940426834	4.506426834	0.173	0.001
-1016856752	6.37542E+18	271.1888244	0.754424642	0.425973445	21.24085808	23.54097748	-12.1	-22.1	12.794	11.463	10.966	10.429		8.804	8.175	7.997	2.3001194	13.06585808	10.27485808	0.807	0.178
-1016856751	6.37542E+18	271.3297618	0.779166883	0.433367342	21.66872978	99	-18.9	-30.9	14.871	13.907	13.591	13.283		12.038	11.664	11.532	-100	10.00472978	8.077729782	0.506	0.132
-1016856750	6.37542E+18	271.3475701	0.776667924	0.433367342	20.61254311	23.268013											2.655469894	-100	-100	-100	-100
-1016856749	6.37542E+18	271.3457264	0.766220516	0.433367342	20.16766548	21.21373367											1.046068192	-100	-100	-100	-100
-1016856748	6.37542E+18	271.150792	0.761625184	0.422042757	16.93273544	20.28277397	0.8	-2	12.759	12.153	11.945	11.726		10.801	10.584	10.533	3.350038528	6.348735443	4.987735443	0.268	0.051
-1016856747	6.37542E+18	271.4716641	0.776181277	0.441630214	21.12679863	99	-0.2	-2.5	16.03	15.325	15.01	14.801		13.428	13.147	13.059	-100	7.97979863	6.11679863	0.369	0.088
-1016856746	6.37542E+18	271.3894881	0.80446607	0.444883913	21.17691231	22.40564156											1.228729248	-100	-100	-100	-100
-1016856745	6.37542E+18	271.3473994	0.755673058	0.420573145	21.22378159	20.91396904											-0.309812546	-100	-100	-100	-100
-1016856744	6.37542E+18	271.3407042	0.769135538	0.433367342	20.08046341	22.35206985											2.271606445	-100	-100	-100	-100
-1016856743	6.37542E+18	271.4273372	0.764323029	0.434025079	21.3498497	23.04991913	1	-10.6	16.049	15.205	14.968	14.682		13.42	13.061	13.017	1.700069427	8.288849701	6.381849701	0.403	0.044
-1016856742	6.37542E+18	271.5345844	0.752081249	0.441899151	20.36990547	20.71596909								15.627	15.519	15.669	0.346063614	4.850905472	-100	-0.042	-0.15
-1016856741	6.37542E+18	271.625884	0.714175383	0.448427826	19.59405136	99	1.6	-14.6	14.115	13.235	12.92	12.555		11.39	10.971	10.925	-100	8.623051361	6.674051361	0.465	0.046
